profile,profile_name,period_end,return,observations,complete,sample
risk20,20% target-vol,2025-08-10 00:00:00+00:00,0.027751607228689634,7,True,historical_validation
risk20,20% target-vol,2025-08-17 00:00:00+00:00,0.0043803972376745826,7,True,historical_validation
risk20,20% target-vol,2025-08-24 00:00:00+00:00,-0.00020451894895201495,7,True,historical_validation
risk20,20% target-vol,2025-08-31 00:00:00+00:00,0.0,7,True,historical_validation
risk20,20% target-vol,2025-09-07 00:00:00+00:00,-0.006433510973441692,7,True,historical_validation
risk20,20% target-vol,2025-09-14 00:00:00+00:00,0.0012996948690033872,7,True,historical_validation
risk20,20% target-vol,2025-09-21 00:00:00+00:00,-0.016134238218871944,7,True,historical_validation
risk20,20% target-vol,2025-09-28 00:00:00+00:00,-0.0024024889108593683,7,True,historical_validation
risk20,20% target-vol,2025-10-05 00:00:00+00:00,0.04600188933855409,7,True,historical_validation
risk20,20% target-vol,2025-10-12 00:00:00+00:00,-0.016320228808032522,7,True,historical_validation
risk20,20% target-vol,2025-10-19 00:00:00+00:00,0.013075769931380377,7,True,historical_validation
risk20,20% target-vol,2025-10-26 00:00:00+00:00,-0.013340795202657407,7,True,historical_validation
risk20,20% target-vol,2025-11-02 00:00:00+00:00,-0.0067522514654786425,7,True,historical_validation
risk20,20% target-vol,2025-11-09 00:00:00+00:00,0.015055277742962225,7,True,historical_validation
risk20,20% target-vol,2025-11-16 00:00:00+00:00,0.02149493376623668,7,True,historical_validation
risk20,20% target-vol,2025-11-23 00:00:00+00:00,0.02069815822593646,7,True,historical_validation
risk20,20% target-vol,2025-11-30 00:00:00+00:00,-0.0039052148177677326,7,True,historical_validation
risk20,20% target-vol,2025-12-07 00:00:00+00:00,0.0,7,True,historical_validation
risk20,20% target-vol,2025-12-14 00:00:00+00:00,-0.005586658239069897,7,True,historical_validation
risk20,20% target-vol,2025-12-21 00:00:00+00:00,-0.00544135296332926,7,True,historical_validation
risk20,20% target-vol,2025-12-28 00:00:00+00:00,-0.004669746288007648,7,True,historical_validation
risk20,20% target-vol,2026-01-04 00:00:00+00:00,-0.017481528351301456,7,True,historical_validation
risk20,20% target-vol,2026-01-11 00:00:00+00:00,-0.002714015124673619,7,True,historical_validation
risk20,20% target-vol,2026-01-18 00:00:00+00:00,-0.008553549941166971,7,True,historical_validation
risk20,20% target-vol,2026-01-25 00:00:00+00:00,-0.012289697407826816,7,True,historical_validation
risk20,20% target-vol,2026-02-01 00:00:00+00:00,0.045064709694623506,7,True,historical_validation
risk20,20% target-vol,2026-02-08 00:00:00+00:00,0.048302414810358796,7,True,historical_validation
risk20,20% target-vol,2026-02-15 00:00:00+00:00,0.002599788289041838,7,True,historical_validation
risk20,20% target-vol,2026-02-22 00:00:00+00:00,-0.007101141225530516,7,True,historical_validation
risk20,20% target-vol,2026-03-01 00:00:00+00:00,-0.005600976168752103,7,True,historical_validation
risk20,20% target-vol,2026-03-08 00:00:00+00:00,-0.0002597628444129807,7,True,historical_validation
risk20,20% target-vol,2026-03-15 00:00:00+00:00,-0.0011798408005302408,7,True,historical_validation
risk20,20% target-vol,2026-03-22 00:00:00+00:00,0.00015817311814281254,7,True,historical_validation
risk20,20% target-vol,2026-03-29 00:00:00+00:00,0.0012293812861645659,7,True,historical_validation
risk20,20% target-vol,2026-04-05 00:00:00+00:00,-0.01236918964430167,7,True,historical_validation
risk20,20% target-vol,2026-04-12 00:00:00+00:00,-0.015938792963033688,7,True,historical_validation
risk20,20% target-vol,2026-04-19 00:00:00+00:00,0.013171159907142238,7,True,historical_validation
risk20,20% target-vol,2026-04-26 00:00:00+00:00,0.01209811942631589,7,True,historical_validation
risk20,20% target-vol,2026-05-03 00:00:00+00:00,-0.004150138929482794,7,True,historical_validation
risk20,20% target-vol,2026-05-10 00:00:00+00:00,0.00981969402213867,7,True,historical_validation
risk20,20% target-vol,2026-05-17 00:00:00+00:00,-0.0030987335902036284,7,True,historical_validation
risk20,20% target-vol,2026-05-24 00:00:00+00:00,0.012031933788011484,7,True,historical_validation
risk20,20% target-vol,2026-05-31 00:00:00+00:00,0.013749544895324206,7,True,historical_validation
risk20,20% target-vol,2026-06-07 00:00:00+00:00,0.10543961494602816,7,True,historical_validation
risk20,20% target-vol,2026-06-14 00:00:00+00:00,-0.023084839630706733,7,True,historical_validation
risk20,20% target-vol,2026-06-21 00:00:00+00:00,-0.004519758556563613,7,True,historical_validation
risk20,20% target-vol,2026-06-28 00:00:00+00:00,0.0291191256928367,7,True,historical_validation
risk20,20% target-vol,2026-07-05 00:00:00+00:00,0.005098683849748209,2,False,historical_validation
risk24,24% target-vol,2021-07-04 00:00:00+00:00,0.0,4,False,development
risk24,24% target-vol,2021-07-11 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-07-18 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-07-25 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-08-01 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-08-08 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-08-15 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-08-22 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-08-29 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-09-05 00:00:00+00:00,-0.0008899599934163449,7,True,development
risk24,24% target-vol,2021-09-12 00:00:00+00:00,-0.016504698786410255,7,True,development
risk24,24% target-vol,2021-09-19 00:00:00+00:00,-0.001182888296719864,7,True,development
risk24,24% target-vol,2021-09-26 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-10-03 00:00:00+00:00,-0.0062285015682101985,7,True,development
risk24,24% target-vol,2021-10-10 00:00:00+00:00,-0.0035012068991120415,7,True,development
risk24,24% target-vol,2021-10-17 00:00:00+00:00,0.0027780523566443005,7,True,development
risk24,24% target-vol,2021-10-24 00:00:00+00:00,0.0006140948600423801,7,True,development
risk24,24% target-vol,2021-10-31 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-11-07 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-11-14 00:00:00+00:00,-0.002522200734887514,7,True,development
risk24,24% target-vol,2021-11-21 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-11-28 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2021-12-05 00:00:00+00:00,-0.00938684213624874,7,True,development
risk24,24% target-vol,2021-12-12 00:00:00+00:00,-0.004737218238294538,7,True,development
risk24,24% target-vol,2021-12-19 00:00:00+00:00,0.0006776294489083678,7,True,development
risk24,24% target-vol,2021-12-26 00:00:00+00:00,-0.0039045075608442614,7,True,development
risk24,24% target-vol,2022-01-02 00:00:00+00:00,0.014919608148490138,7,True,development
risk24,24% target-vol,2022-01-09 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2022-01-16 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2022-01-23 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2022-01-30 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2022-02-06 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2022-02-13 00:00:00+00:00,0.006705587061005769,7,True,development
risk24,24% target-vol,2022-02-20 00:00:00+00:00,0.020096551700713672,7,True,development
risk24,24% target-vol,2022-02-27 00:00:00+00:00,0.0034088798126257203,7,True,development
risk24,24% target-vol,2022-03-06 00:00:00+00:00,0.009837446872928535,7,True,development
risk24,24% target-vol,2022-03-13 00:00:00+00:00,-0.012558151825887598,7,True,development
risk24,24% target-vol,2022-03-20 00:00:00+00:00,-0.012646338149824632,7,True,development
risk24,24% target-vol,2022-03-27 00:00:00+00:00,0.012456284959400987,7,True,development
risk24,24% target-vol,2022-04-03 00:00:00+00:00,0.020723820822815764,7,True,development
risk24,24% target-vol,2022-04-10 00:00:00+00:00,-0.00018518304864112434,7,True,development
risk24,24% target-vol,2022-04-17 00:00:00+00:00,0.023930173601843796,7,True,development
risk24,24% target-vol,2022-04-24 00:00:00+00:00,-0.0029013835443606473,7,True,development
risk24,24% target-vol,2022-05-01 00:00:00+00:00,0.0011892669147539614,7,True,development
risk24,24% target-vol,2022-05-08 00:00:00+00:00,0.010902275790116711,7,True,development
risk24,24% target-vol,2022-05-15 00:00:00+00:00,0.014610648100832124,7,True,development
risk24,24% target-vol,2022-05-22 00:00:00+00:00,0.0,7,True,development
risk24,24% target-vol,2022-05-29 00:00:00+00:00,0.016721106866106394,7,True,development
risk24,24% target-vol,2022-06-05 00:00:00+00:00,-0.00901558779710221,7,True,development
