shift_days,cagr,max_dd,sharpe,calmar,multiple
343,-0.11865612596856656,-0.3550104268340104,-0.7064122762626224,-0.33423279148937707,0.7292597571204955
344,-0.08543480174988871,-0.3169070952495906,-0.48214359904443665,-0.2695894255147608,0.7999262556111362
345,-0.08402152294281162,-0.3046328251274093,-0.4900587492689395,-0.2758124404606449,0.8030197315322626
346,-0.11234564090476684,-0.3948364601307718,-0.685096781091424,-0.2845371495518864,0.7423820078996066
347,-0.030067796212165376,-0.32823608048670694,-0.12303373112109474,-0.09160417760162438,0.9265267984261722
348,-0.10235650255670292,-0.3921524561876234,-0.6113036929474768,-0.2610120144389226,0.7634415143785976
349,-0.08843653830102516,-0.32957695534406106,-0.49891685056350815,-0.26833350107474,0.7933796096385234
350,-0.0493436880092184,-0.3427143908264899,-0.22562314404237874,-0.14397903715166782,0.8811835097299984
351,-0.06033501661003571,-0.3265011339505586,-0.32337527819602496,-0.1847926709472688,0.8559371126786403
352,-0.06742458684618935,-0.35584900691825394,-0.3719464762995566,-0.18947527050898363,0.8398858768643412
353,-0.04373625930777747,-0.26020690836481974,-0.2167396158692429,-0.1680826215669017,0.8942333621573038
354,-0.08387387868252905,-0.3793150509958997,-0.4894789987880389,-0.2211193003344223,0.8033433181534764
355,-0.055666401560929724,-0.3454162303567242,-0.2923949417359622,-0.16115745778199525,0.866606849225989
356,-0.05047556279906107,-0.3047706900648527,-0.26752043848949164,-0.16561816619675693,0.8785633127235694
357,-0.0926898790710603,-0.33500744353397305,-0.5511328387600251,-0.27668005848849336,0.784158484468303
358,-0.11618844836744124,-0.3909264792500061,-0.7329827466590971,-0.297213042693729,0.7343744207528657
359,-0.17941856376427323,-0.44113473058003083,-1.210998833606509,-0.40672055797638684,0.6100053020408862
360,-0.07980349339485493,-0.2804792075031819,-0.4932441546522271,-0.284525523675225,0.8122950592874961
361,-0.11266488389027318,-0.29707403048033876,-0.7238722373770727,-0.3792485115851609,0.7417147890032979
362,-0.011608278139931927,-0.23599195349189117,-0.011100311806942065,-0.04918929636442369,0.9712353563458492
363,-0.016229895594627064,-0.23137286846184935,-0.03492599944473882,-0.07014606207945762,0.9599231906546665
364,-0.12449911380564338,-0.391873640913573,-0.775325038862085,-0.3177021897043119,0.7172346074737047
365,-0.13734742358768692,-0.39838436128665766,-0.8590341716106316,-0.3447610823479552,0.6912127942503584
366,-0.0005706749755763907,-0.20235568471424936,0.07504238703385578,-0.002820157864021723,0.9985741182141283
